iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
MUS,Africa,Mauritius,2021-10-03,15695.0,0.0,76.286,84.0,0.0,1.857,12325.0,0.0,59.906,65.964,0.0,1.458,0.9,,,,,,,,,,,,,,,,,,1655555.0,855866.0,799689.0,,,2700.0,130.01,67.21,62.8,,2120.0,41.67,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,
MEX,North America,Mexico,2021-10-03,3678980.0,0.0,6597.143,278592.0,0.0,448.857,28242.878,0.0,50.645,2138.701,0.0,3.446,0.9,,,,,,,,,11047.0,10122892.0,77.712,0.085,17344.0,0.133,0.309,3.2,people tested,101782415.0,64048979.0,45794439.0,,591931.0,499982.0,78.14,49.17,35.16,,3838.0,35.19,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,
FSM,Oceania,Micronesia (country),2021-10-03,1.0,0.0,0.0,,,0.0,8.602,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
MDA,Europe,Moldova,2021-10-03,297232.0,560.0,1172.429,6854.0,25.0,22.714,73864.352,139.164,291.357,1703.27,6.213,5.645,1.14,,,,,,,,,,1767094.0,439.136,,7380.0,1.834,0.146,6.9,tests performed,1409015.0,,790499.0,,670.0,3609.0,35.02,,19.64,,897.0,,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
MCO,Europe,Monaco,2021-10-03,3314.0,0.0,1.571,33.0,0.0,0.0,83856.275,0.0,39.763,835.02,0.0,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
MNG,Asia,Mongolia,2021-10-03,312376.0,1501.0,2514.429,1347.0,14.0,20.143,93826.837,450.848,755.246,404.592,4.205,6.05,0.98,,,,,,,,,11384.0,4001638.0,1201.952,3.419,9620.0,2.89,0.255,3.9,samples tested,4382486.0,2251699.0,2130787.0,,93.0,813.0,131.63,67.63,64.0,,244.0,37.04,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
MNE,Europe,Montenegro,2021-10-03,132696.0,336.0,435.429,1934.0,2.0,5.571,211282.205,534.988,693.301,3079.368,3.184,8.871,0.9,,,,,,,,,,,,,,,,,,461140.0,246061.0,215079.0,,1111.0,2048.0,73.42,39.18,34.25,,3261.0,,628051.0,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,3.861,76.88,0.829,,,,
MSR,North America,Montserrat,2021-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2871.0,1483.0,1388.0,,,2.0,57.64,29.77,27.87,,402.0,,4981.0,,,,,,,,,,,,,74.16,,,,,
MAR,Africa,Morocco,2021-10-03,935332.0,504.0,861.0,14339.0,24.0,24.571,25045.852,13.496,23.055,383.963,0.643,0.658,0.6,,,,,,,,,17261.0,8775932.0,234.998,0.462,16338.0,0.437,0.07,14.3,people tested,41995999.0,22748069.0,19247930.0,,,246088.0,112.45,60.91,51.54,,6590.0,,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
MOZ,Africa,Mozambique,2021-10-03,150804.0,14.0,39.143,1918.0,0.0,1.286,4688.735,0.435,1.217,59.634,0.0,0.04,0.58,,,,,,,,,1342.0,901901.0,28.042,0.042,1399.0,0.043,0.038,26.4,units unclear,,,,,,,,,,,,48.15,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
MMR,Asia,Myanmar,2021-10-03,468463.0,1194.0,1472.714,17883.0,48.0,50.857,8547.657,21.786,26.871,326.296,0.876,0.928,0.83,,,,,,,,,18702.0,4299547.0,78.45,0.341,18731.0,0.342,0.083,12.0,samples tested,10935671.0,7205913.0,3729758.0,,,302236.0,19.95,13.15,6.81,,5515.0,66.2,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
NAM,Africa,Namibia,2021-10-03,127804.0,48.0,77.571,3516.0,1.0,3.143,49395.828,18.552,29.981,1358.923,0.386,1.215,0.92,,,,,,,,,1647.0,703334.0,271.836,0.637,1641.0,0.634,0.04,25.1,samples tested,428989.0,261269.0,167720.0,,,2686.0,16.58,10.1,6.48,,1038.0,41.67,2587344.0,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
NPL,Asia,Nepal,2021-10-03,797192.0,574.0,828.571,11164.0,7.0,9.714,26864.167,19.343,27.922,376.21,0.236,0.327,0.87,,,,,,,,,8555.0,4205382.0,141.715,0.288,9882.0,0.333,0.088,11.4,tests performed,14069307.0,7716985.0,6352322.0,,26419.0,203382.0,47.41,26.01,21.41,,6854.0,52.31,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
NLD,Europe,Netherlands,2021-10-03,2046631.0,1652.0,1730.286,18598.0,2.0,5.857,119176.603,96.197,100.756,1082.973,0.116,0.341,0.9,169.0,9.841,304.0,17.702,55.246,3.217,210.131,12.236,,13131813.0,764.674,,11941.0,0.695,0.051,19.6,people tested,23585124.0,12811287.0,11527688.0,,,20723.0,137.34,74.6,67.13,,1207.0,41.67,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,
NCL,Oceania,New Caledonia,2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223735.0,141094.0,82641.0,,,2422.0,77.63,48.95,28.67,,8403.0,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,
NZL,Oceania,New Zealand,2021-10-03,4383.0,30.0,26.857,27.0,0.0,0.0,901.733,6.172,5.525,5.555,0.0,0.0,1.0,,,,,,,,,16537.0,3378464.0,695.065,3.402,13058.0,2.686,0.001,681.6,tests performed,5346591.0,3328286.0,2018305.0,,1.0,42780.0,110.0,68.47,41.52,,8801.0,81.02,4860642.0,18.206,37.9,15.322,9.72,36085.843,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,,,,
NIC,North America,Nicaragua,2021-10-03,14448.0,0.0,102.571,204.0,0.0,0.143,2155.652,0.0,15.304,30.437,0.0,0.021,0.01,,,,,,,,,,,,,,,,,,861807.0,556589.0,305218.0,,,10819.0,12.86,8.3,4.55,,1614.0,2.78,6702379.0,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,,,,0.9,74.48,0.66,,,,
NER,Africa,Niger,2021-10-03,6042.0,7.0,8.857,203.0,0.0,0.286,240.422,0.279,0.352,8.078,0.0,0.011,1.02,,,,,,,,,,,,,,,,,,533899.0,405978.0,127921.0,,,3086.0,2.12,1.62,0.51,,123.0,,25130810.0,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
NGA,Africa,Nigeria,2021-10-03,206138.0,74.0,240.286,2724.0,0.0,6.714,975.106,0.35,1.137,12.885,0.0,0.032,0.88,,,,,,,,,,3043321.0,14.396,,4626.0,0.022,0.074,13.5,samples tested,6734764.0,4790943.0,1943821.0,,,54346.0,3.19,2.27,0.92,,257.0,47.22,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
OWID_NAM,,North America,2021-10-03,52547463.0,32981.0,131027.429,1065683.0,375.0,2521.714,88080.978,55.283,219.63,1786.317,0.629,4.227,,,,,,,,,,,,,,,,,,,623648277.0,345352620.0,283386842.0,6322319.0,1419712.0,1730425.0,104.54,57.89,47.5,1.06,2901.0,,596581283.0,,,,,,,,,,,,,,,,,,
MKD,Europe,North Macedonia,2021-10-03,192478.0,658.0,370.143,6704.0,21.0,15.714,92419.266,315.942,177.726,3218.959,10.083,7.545,0.91,,,,,,,,,,1257522.0,603.805,,3233.0,1.552,0.141,7.1,tests performed,1518087.0,788293.0,729794.0,,4302.0,4152.0,72.89,37.85,35.04,,1994.0,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,
OWID_CYN,Asia,Northern Cyprus,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491206.0,227155.0,223142.0,40909.0,,4485.0,128.51,59.43,58.38,10.7,11734.0,,,,,,,,,,,,,,,,,,,,
NOR,Europe,Norway,2021-10-03,190533.0,309.0,514.0,861.0,0.0,1.571,34860.215,56.535,94.042,157.53,0.0,0.288,0.74,,,96.0,17.564,12.219,2.236,56.005,10.247,13029.0,7762145.0,1420.174,2.384,13266.0,2.427,0.053,19.0,people tested,7819271.0,4163887.0,3655384.0,,21280.0,11752.0,143.06,76.18,66.88,,2150.0,25.93,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,
OWID_OCE,,Oceania,2021-10-03,189707.0,2087.0,2309.143,2241.0,13.0,21.571,4389.338,48.288,53.428,51.851,0.301,0.499,,,,,,,,,,,,,,,,,,,36311851.0,21675721.0,14636130.0,,352501.0,338331.0,84.02,50.15,33.86,,7828.0,,43219954.0,,,,,,,,,,,,,,,,,,
OMN,Asia,Oman,2021-10-03,303769.0,0.0,18.571,4096.0,0.0,0.143,58155.683,0.0,3.555,784.167,0.0,0.027,0.8,,,,,,,,,,,,,,,,,,4946987.0,2896271.0,2050716.0,,,38813.0,94.71,55.45,39.26,,7431.0,51.85,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,
PAK,Asia,Pakistan,2021-10-03,1251348.0,1490.0,1560.429,27893.0,27.0,42.286,5556.609,6.616,6.929,123.859,0.12,0.188,0.74,,,,,,,,,52635.0,19386106.0,86.084,0.234,48111.0,0.214,0.038,26.5,tests performed,82830350.0,59565195.0,29054821.0,,975361.0,858646.0,36.78,26.45,12.9,,3813.0,55.09,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PLW,Oceania,Palau,2021-10-03,5.0,0.0,0.0,,,0.0,275.118,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PSE,Asia,Palestine,2021-10-03,406652.0,872.0,1415.143,4144.0,12.0,17.0,77861.573,166.962,270.957,793.451,2.298,3.255,0.82,,,,,,,,,10312.0,,,1.974,8168.0,1.564,0.218,4.6,tests performed,2194985.0,1416215.0,776687.0,2083.0,25448.0,21854.0,42.03,27.12,14.87,0.04,4184.0,54.63,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PAN,North America,Panama,2021-10-03,467740.0,175.0,223.143,7238.0,2.0,4.286,106751.373,39.94,50.927,1651.914,0.456,0.978,0.82,,,,,,,,,5280.0,3851353.0,878.987,1.205,7421.0,1.694,0.036,27.5,tests performed,5215017.0,2934616.0,2278878.0,,54444.0,12466.0,119.02,66.98,52.01,,2845.0,73.61,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PNG,Oceania,Papua New Guinea,2021-10-03,20672.0,0.0,164.143,234.0,0.0,1.0,2266.914,0.0,18.0,25.661,0.0,0.11,1.03,,,,,,,,,,,,,,,,,,165070.0,119996.0,45074.0,,,740.0,1.81,1.32,0.49,,81.0,,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PRY,South America,Paraguay,2021-10-03,460022.0,25.0,31.143,16200.0,0.0,1.714,63718.127,3.463,4.314,2243.879,0.0,0.237,0.83,,,,,,,,,2010.0,1830605.0,253.559,0.278,2083.0,0.289,0.012,80.1,tests performed,4640590.0,2766899.0,1873691.0,,10430.0,23267.0,64.28,38.32,25.95,,3223.0,42.59,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PER,South America,Peru,2021-10-03,2178939.0,792.0,843.571,199485.0,28.0,27.571,65317.063,23.741,25.287,5979.871,0.839,0.826,0.92,,,,,,,,,2452.0,5377958.0,161.213,0.074,8527.0,0.256,0.036,27.8,tests performed,26543152.0,15783044.0,10760108.0,,159680.0,207157.0,79.57,47.31,32.26,,6210.0,61.11,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
PHL,Asia,Philippines,2021-10-03,2593399.0,13226.0,14648.714,38768.0,112.0,194.714,23354.085,119.103,131.915,349.114,1.009,1.753,1.0,,,,,,,,,61533.0,19852618.0,178.777,0.554,65097.0,0.586,0.26,3.9,people tested,46380460.0,,24579486.0,,453519.0,349511.0,41.77,,22.13,,3147.0,75.46,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
POL,Europe,Poland,2021-10-03,2910866.0,1090.0,1090.286,75695.0,6.0,17.571,77013.149,28.838,28.846,2002.672,0.159,0.465,1.29,,,1343.0,35.532,,,8.962,0.237,21226.0,20352805.0,538.477,0.562,37173.0,0.983,0.021,48.6,people tested,37377609.0,19880124.0,19531281.0,,46300.0,32112.0,98.89,52.6,51.67,,850.0,38.89,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRT,Europe,Portugal,2021-10-03,1071114.0,449.0,595.571,17993.0,7.0,5.571,105342.458,44.158,58.574,1769.585,0.688,0.548,0.77,83.0,8.163,415.0,40.815,,,46.416,4.565,51483.0,18505967.0,1820.034,5.063,53788.0,5.29,0.012,80.5,tests performed,15956183.0,8930596.0,8663808.0,,6538.0,21018.0,156.93,87.83,85.21,,2067.0,52.78,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
QAT,Asia,Qatar,2021-10-03,236913.0,79.0,87.857,606.0,0.0,0.143,80843.221,26.958,29.98,206.789,0.0,0.049,0.74,,,,,,,,,5351.0,2659577.0,907.543,1.826,5500.0,1.877,0.017,59.1,people tested,4724998.0,,,,2719.0,4035.0,161.23,,,,1377.0,55.56,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,2021-10-03,1265827.0,8682.0,10245.857,37544.0,150.0,171.857,66177.441,453.895,535.653,1962.8,7.842,8.985,1.54,1220.0,63.782,,,,,,,53951.0,12856428.0,672.134,2.821,60108.0,3.142,0.156,6.4,tests performed,10345107.0,5737503.0,5413050.0,,45682.0,43157.0,54.08,30.0,28.3,,2256.0,50.0,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,2021-10-03,7474850.0,25161.0,23105.429,206179.0,882.0,847.714,51228.472,172.44,158.352,1413.036,6.045,5.81,1.09,,,,,,,,,,191582882.0,1313.003,,468033.0,3.208,0.046,21.8,tests performed,91151285.0,48610971.0,42540314.0,819875.0,135498.0,264308.0,62.47,33.32,29.15,0.56,1811.0,52.31,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,2021-10-03,97870.0,89.0,147.286,1283.0,2.0,4.429,7371.662,6.704,11.094,96.637,0.151,0.334,0.65,,,,,,,,,11085.0,2806919.0,211.42,0.835,12284.0,0.925,0.016,63.8,samples tested,3805225.0,2127543.0,1677682.0,,25338.0,32907.0,28.66,16.02,12.64,,2479.0,51.85,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
KNA,North America,Saint Kitts and Nevis,2021-10-03,1994.0,0.0,22.714,13.0,0.0,0.429,37239.009,0.0,424.201,242.782,0.0,8.004,0.86,,,,,,,,,,41035.0,766.35,,549.0,10.253,0.045,22.4,people tested,48059.0,25637.0,22422.0,,,119.0,89.75,47.88,41.87,,2222.0,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
LCA,North America,Saint Lucia,2021-10-03,11693.0,57.0,78.429,209.0,2.0,3.429,63410.719,309.109,425.315,1133.399,10.846,18.593,1.03,,,,,,,,,,,,,,,,,,80323.0,46732.0,33591.0,,246.0,614.0,43.56,25.34,18.22,,3330.0,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
VCT,North America,Saint Vincent and the Grenadines,2021-10-03,3676.0,113.0,48.286,28.0,2.0,1.571,33037.054,1015.557,433.955,251.642,17.974,14.123,1.52,,,,,,,,,,,,,,,,,,34149.0,20661.0,13488.0,,67.0,132.0,30.69,18.57,12.12,,1186.0,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,2021-10-03,3.0,0.0,0.0,,,0.0,14.989,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,172316.0,114698.0,57618.0,,,3269.0,86.1,57.31,28.79,,16333.0,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
